id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
631,2019,Bangalore,2019-04-03,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,45,0,HV Patel,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
632,2019,Chennai,2019-04-04,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Rajasthan Royals,26,0,S Dhawan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
633,2019,Mumbai,2019-04-05,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,0,8,JJ Bumrah,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
634,2019,Lucknow,2019-04-06,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,52,0,Mohammed Shami,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
635,2019,Hyderabad,2019-04-07,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,16,0,F du Plessis,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
636,2019,Ahmedabad,2019-04-08,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,0,8,Harbhajan Singh,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
637,2019,Jaipur,2019-04-09,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,CH Gayle,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
638,2019,Chennai,2019-04-10,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,17,0,DJ Bravo,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
639,2019,Jaipur,2019-04-11,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,0,7,SS Iyer,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
640,2019,Jaipur,2019-04-12,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,0,Mumbai Indians,88,0,DJ Bravo,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
641,2019,Hyderabad,2019-04-13,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,0,8,HV Patel,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
642,2019,Jaipur,2019-04-14,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,79,0,JJ Bumrah,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
643,2019,Chennai,2019-04-15,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,2,HV Patel,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
644,2019,Mumbai,2019-04-16,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,77,0,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
645,2019,Bangalore,2019-04-17,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,0,3,SL Malinga,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
646,2019,Ahmedabad,2019-04-18,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,0,8,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
647,2019,Kolkata,2019-04-19,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,0,Punjab Kings,0,1,R Ashwin,"Eden Gardens, Kolkata",Umpire A,Umpire B
648,2019,Ahmedabad,2019-04-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Rajasthan Royals,73,0,UT Yadav,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
649,2019,Lucknow,2019-04-21,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,3,MS Dhoni,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
650,2019,Mohali,2019-04-22,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,61,0,HH Pandya,"PCA Stadium, Mohali",Umpire A,Umpire B
651,2019,Hyderabad,2019-04-23,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,0,3,A Mishra,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
652,2019,Jaipur,2019-04-24,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,JP Duminy,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
653,2019,Jaipur,2019-04-25,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Delhi Capitals,0,7,DJ Bravo,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
654,2019,Hyderabad,2019-04-26,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,0,1,SR Watson,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
655,2019,Chennai,2019-04-27,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,42,0,Z Khan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
656,2019,Mumbai,2019-04-28,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Sunrisers Hyderabad,52,0,Z Khan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
657,2019,Jaipur,2019-04-29,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Rajasthan Royals,0,4,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
658,2019,Chennai,2019-04-30,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,2,A Nehra,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
659,2019,Ahmedabad,2019-05-01,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,32,0,KL Rahul,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
660,2019,Lucknow,2019-05-02,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,1,SP Narine,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
661,2019,Kolkata,2019-05-03,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,0,5,RA Jadeja,"Eden Gardens, Kolkata",Umpire A,Umpire B
662,2019,Kolkata,2019-05-04,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,75,0,JP Duminy,"Eden Gardens, Kolkata",Umpire A,Umpire B
663,2019,Lucknow,2019-05-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,69,0,SS Iyer,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
664,2019,Ahmedabad,2019-05-06,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,normal,0,Chennai Super Kings,19,0,AT Rayudu,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
665,2019,Delhi,2019-05-07,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,4,HH Pandya,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
666,2019,Delhi,2019-05-08,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,89,0,DA Warner,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
667,2019,Jaipur,2019-05-09,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,67,0,A Nehra,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
668,2019,Kolkata,2019-05-10,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,5,Harbhajan Singh,"Eden Gardens, Kolkata",Umpire A,Umpire B
669,2019,Kolkata,2019-05-11,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,56,0,R Ashwin,"Eden Gardens, Kolkata",Umpire A,Umpire B
670,2019,Mumbai,2019-05-12,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Punjab Kings,0,4,MS Dhoni,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
671,2019,Jaipur,2019-05-13,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,36,0,SP Narine,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
672,2019,Kolkata,2019-05-14,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,2,HV Patel,"Eden Gardens, Kolkata",Umpire A,Umpire B
673,2020,Lucknow,2020-03-20,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,36,0,SP Narine,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
674,2020,Jaipur,2020-03-21,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,SP Narine,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
675,2020,Hyderabad,2020-03-22,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,JC Archer,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
676,2020,Bangalore,2020-03-23,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,6,V Kohli,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
677,2020,Mumbai,2020-03-24,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,56,0,AT Rayudu,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
678,2020,Delhi,2020-03-25,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,0,Mumbai Indians,52,0,R Ashwin,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
679,2020,Kolkata,2020-03-26,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,no result,0,,0,0,,"Eden Gardens, Kolkata",Umpire A,Umpire B
680,2020,Ahmedabad,2020-03-27,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,21,0,A Mishra,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
681,2020,Mumbai,2020-03-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,56,0,AB de Villiers,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
682,2020,Hyderabad,2020-03-29,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,6,DA Warner,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
683,2020,Bangalore,2020-03-30,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
684,2020,Bangalore,2020-03-31,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,1,SP Narine,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
685,2020,Ahmedabad,2020-04-01,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,2,HH Pandya,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
686,2020,Bangalore,2020-04-02,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,12,0,SS Iyer,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
687,2020,Lucknow,2020-04-03,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,Harbhajan Singh,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
688,2020,Hyderabad,2020-04-04,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,0,4,UT Yadav,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
689,2020,Ahmedabad,2020-04-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,17,0,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
690,2020,Hyderabad,2020-04-06,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,1,CH Gayle,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
691,2020,Kolkata,2020-04-07,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,4,0,AB de Villiers,"Eden Gardens, Kolkata",Umpire A,Umpire B
692,2020,Hyderabad,2020-04-08,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,0,3,SR Watson,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
693,2020,Chennai,2020-04-09,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,15,0,SS Iyer,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
694,2020,Hyderabad,2020-04-10,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,0,Sunrisers Hyderabad,45,0,F du Plessis,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
695,2020,Delhi,2020-04-11,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,31,0,HV Patel,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
696,2020,Mumbai,2020-04-12,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,Mohammed Shami,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
697,2020,Mumbai,2020-04-13,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,0,9,A Nehra,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
698,2020,Chennai,2020-04-14,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,5,YS Chahal,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
699,2020,Chennai,2020-04-15,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,6,V Kohli,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
700,2020,Ahmedabad,2020-04-16,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,87,0,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
701,2020,Chennai,2020-04-17,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,S Dhawan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
702,2020,Chennai,2020-04-18,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,0,Mumbai Indians,0,1,T Natarajan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
703,2020,Mumbai,2020-04-19,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,no result,0,,0,0,,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
704,2020,Jaipur,2020-04-20,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,42,0,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
705,2020,Lucknow,2020-04-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,0,5,SP Narine,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
706,2020,Jaipur,2020-04-22,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,0,7,A Nehra,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
707,2020,Kolkata,2020-04-23,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,2,RA Jadeja,"Eden Gardens, Kolkata",Umpire A,Umpire B
708,2020,Lucknow,2020-04-24,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,64,0,CH Gayle,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
709,2020,Lucknow,2020-04-25,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Rajasthan Royals,0,3,S Dhawan,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
710,2020,Hyderabad,2020-04-26,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,0,Chennai Super Kings,80,0,KL Rahul,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
711,2020,Delhi,2020-04-27,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,0,5,DA Warner,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
712,2020,Kolkata,2020-04-28,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,6,AM Rahane,"Eden Gardens, Kolkata",Umpire A,Umpire B
713,2020,Chennai,2020-04-29,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,25,0,PP Chawla,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
714,2020,Lucknow,2020-04-30,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,normal,0,Chennai Super Kings,38,0,T Natarajan,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
715,2020,Mohali,2020-05-01,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,0,5,AM Rahane,"PCA Stadium, Mohali",Umpire A,Umpire B
716,2020,Jaipur,2020-05-02,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,74,0,R Ashwin,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
717,2020,Delhi,2020-05-03,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Mumbai Indians,42,0,DA Warner,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
718,2020,Kolkata,2020-05-04,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,17,0,DJ Bravo,"Eden Gardens, Kolkata",Umpire A,Umpire B
719,2020,Jaipur,2020-05-05,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,16,0,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
720,2020,Delhi,2020-05-06,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Punjab Kings,0,5,SR Watson,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
721,2020,Bangalore,2020-05-07,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,normal,0,Kolkata Knight Riders,0,1,AM Rahane,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
722,2020,Delhi,2020-05-08,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,no result,0,,0,0,,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
723,2020,Bangalore,2020-05-09,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,0,1,AT Rayudu,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
724,2020,Lucknow,2020-05-10,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,0,1,SP Narine,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
725,2020,Mohali,2020-05-11,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,0,7,R Ashwin,"PCA Stadium, Mohali",Umpire A,Umpire B
726,2020,Chennai,2020-05-12,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,no result,0,,0,0,,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
727,2020,Hyderabad,2020-05-13,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,72,0,DA Warner,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
728,2020,Delhi,2020-05-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,8,0,DJ Bravo,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
729,2021,Ahmedabad,2021-03-20,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,normal,0,Chennai Super Kings,25,0,MM Sharma,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
730,2021,Hyderabad,2021-03-21,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,0,3,Q de Kock,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
731,2021,Chennai,2021-03-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,1,JP Duminy,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
732,2021,Lucknow,2021-03-23,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,0,4,MS Dhoni,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
733,2021,Lucknow,2021-03-24,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,no result,0,,0,0,,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
734,2021,Mumbai,2021-03-25,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,6,0,Z Khan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
735,2021,Lucknow,2021-03-26,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,39,0,F du Plessis,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
736,2021,Chennai,2021-03-27,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,0,3,AT Rayudu,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
737,2021,Hyderabad,2021-03-28,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,0,6,S Dhawan,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
738,2021,Bangalore,2021-03-29,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,39,0,Harbhajan Singh,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
739,2021,Chennai,2021-03-30,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,0,7,SS Iyer,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
740,2021,Lucknow,2021-03-31,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,79,0,F du Plessis,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
741,2021,Chennai,2021-04-01,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,28,0,HH Pandya,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
742,2021,Bangalore,2021-04-02,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,0,1,A Mishra,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
743,2021,Mumbai,2021-04-03,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,no result,0,,0,0,,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
744,2021,Mumbai,2021-04-04,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,AM Rahane,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
745,2021,Delhi,2021-04-05,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,normal,0,Punjab Kings,26,0,MM Sharma,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
746,2021,Chennai,2021-04-06,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,33,0,T Natarajan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
747,2021,Jaipur,2021-04-07,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,88,0,CH Gayle,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
748,2021,Mohali,2021-04-08,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,0,Sunrisers Hyderabad,0,4,SL Malinga,"PCA Stadium, Mohali",Umpire A,Umpire B
749,2021,Delhi,2021-04-09,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,70,0,RA Jadeja,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
750,2021,Ahmedabad,2021-04-10,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,AT Rayudu,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
751,2021,Hyderabad,2021-04-11,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,46,0,AB de Villiers,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
752,2021,Bangalore,2021-04-12,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,7,DJ Bravo,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
753,2021,Lucknow,2021-04-13,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,0,Punjab Kings,14,0,JJ Bumrah,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
754,2021,Chennai,2021-04-14,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,6,DJ Bravo,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
755,2021,Jaipur,2021-04-15,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,74,0,V Kohli,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
